"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Cancer Sites"	"Cancer Sites Code"	Mortality-Incidence Age-Adjusted Rate Ratio	Death Counts	Mortality Population	Mortality Age-Adjusted Rate	Incidence Counts	Incidence Age-Adjusted Rate
	"2010"	"2010"	"Tennessee"	"47"	"Thyroid"	"32010"	0.038	36	6356671	0.517	912	13.580
	"2010"	"2010"	"Tennessee"	"47"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.364	459	6356671	6.693	1284	18.379
	"2010"	"2010"	"Tennessee"	"47"	"Leukemias"	"35011-35043"	0.593	534	6356671	7.861	901	13.249
	"2010"	"2010"	"Texas"	"48"	"Colon and Rectum"	"21041-21052"	0.386	3481	25244310	15.587	9286	40.393
	"2010"	"2010"	"Texas"	"48"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.739	1747	25244310	7.535	2497	10.192
	"2010"	"2010"	"Texas"	"48"	"Pancreas"	"21100"	0.875	2322	25244310	10.470	2702	11.964
	"2010"	"2010"	"Texas"	"48"	"Lung and Bronchus"	"22030"	0.742	9519	25244310	43.271	13045	58.351
	"2010"	"2010"	"Texas"	"48"	"Melanoma of the Skin"	"25010"	0.210	598	25244310	2.682	2981	12.770
	"2010"	"2010"	"Texas"	"48"	"Female Breast"	"26000-Female"	0.183	2627	12722455	20.834	14410	114.101
	"2010"	"2010"	"Texas"	"48"	"Corpus Uteri"	"27020"	0.064	151	12722455	1.214	2450	18.926
	"2010"	"2010"	"Texas"	"48"	"Prostate"	"28010"	0.181	1679	12521855	20.446	12136	112.806
	"2010"	"2010"	"Texas"	"48"	"Urinary Bladder"	"29010"	0.231	775	25244310	3.695	3533	16.017
	"2010"	"2010"	"Texas"	"48"	"Kidney and Renal Pelvis"	"29020"	0.246	1025	25244310	4.514	4339	18.340
	"2010"	"2010"	"Texas"	"48"	"Thyroid"	"32010"	0.046	121	25244310	0.562	2989	12.199
	"2010"	"2010"	"Texas"	"48"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.318	1288	25244310	5.956	4288	18.730
	"2010"	"2010"	"Texas"	"48"	"Leukemias"	"35011-35043"	0.485	1507	25244310	6.885	3269	14.185
	"2010"	"2010"	"Utah"	"49"	"Colon and Rectum"	"21041-21052"	0.380	251	2775326	11.994	694	31.585
	"2010"	"2010"	"Utah"	"49"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.822	92	2775326	4.146	114	5.041
	"2010"	"2010"	"Utah"	"49"	"Pancreas"	"21100"	0.934	204	2775326	9.668	221	10.355
	"2010"	"2010"	"Utah"	"49"	"Lung and Bronchus"	"22030"	0.782	459	2775326	21.538	582	27.555
	"2010"	"2010"	"Utah"	"49"	"Melanoma of the Skin"	"25010"	0.111	83	2775326	3.738	766	33.658
	"2010"	"2010"	"Utah"	"49"	"Female Breast"	"26000-Female"	0.199	257	1381323	22.237	1288	111.892
	"2010"	"2010"	"Utah"	"49"	"Corpus Uteri"	"27020"	0.077	25	1381323	2.060	319	26.860
	"2010"	"2010"	"Utah"	"49"	"Prostate"	"28010"	0.156	223	1394003	26.294	1759	168.068
	"2010"	"2010"	"Utah"	"49"	"Urinary Bladder"	"29010"	0.241	80	2775326	3.989	350	16.552
	"2010"	"2010"	"Utah"	"49"	"Kidney and Renal Pelvis"	"29020"	0.321	95	2775326	4.530	324	14.099
	"2010"	"2010"	"Utah"	"49"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.293	127	2775326	6.208	466	21.172
	"2010"	"2010"	"Utah"	"49"	"Leukemias"	"35011-35043"	0.406	125	2775326	6.103	340	15.015
	"2010"	"2010"	"Vermont"	"50"	"Colon and Rectum"	"21041-21052"	0.450	127	625982	16.687	287	37.047
	"2010"	"2010"	"Vermont"	"50"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.931	50	625982	6.308	54	6.777
	"2010"	"2010"	"Vermont"	"50"	"Pancreas"	"21100"	0.846	77	625982	9.949	90	11.766
	"2010"	"2010"	"Vermont"	"50"	"Lung and Bronchus"	"22030"	0.750	405	625982	53.811	545	71.754
	"2010"	"2010"	"Vermont"	"50"	"Melanoma of the Skin"	"25010"	0.119	25	625982	3.345	208	28.069
	"2010"	"2010"	"Vermont"	"50"	"Female Breast"	"26000-Female"	0.145	83	317659	19.104	525	132.177
	"2010"	"2010"	"Vermont"	"50"	"Prostate"	"28010"	0.202	72	308323	24.444	461	120.829
	"2010"	"2010"	"Vermont"	"50"	"Urinary Bladder"	"29010"	0.207	36	625982	4.959	178	23.950
	"2010"	"2010"	"Vermont"	"50"	"Kidney and Renal Pelvis"	"29020"	0.201	29	625982	3.777	138	18.754
	"2010"	"2010"	"Vermont"	"50"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.278	45	625982	5.789	153	20.808
	"2010"	"2010"	"Vermont"	"50"	"Leukemias"	"35011-35043"	0.558	62	625982	8.418	108	15.091
	"2010"	"2010"	"Virginia"	"51"	"Colon and Rectum"	"21041-21052"	0.403	1237	8025773	15.199	3163	37.752
	"2010"	"2010"	"Virginia"	"51"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.797	457	8025773	5.342	591	6.705
	"2010"	"2010"	"Virginia"	"51"	"Pancreas"	"21100"	0.939	878	8025773	10.545	941	11.226
	"2010"	"2010"	"Virginia"	"51"	"Lung and Bronchus"	"22030"	0.764	3974	8025773	48.533	5278	63.507
	"2010"	"2010"	"Virginia"	"51"	"Melanoma of the Skin"	"25010"	0.159	243	8025773	2.965	1560	18.605
	"2010"	"2010"	"Virginia"	"51"	"Female Breast"	"26000-Female"	0.183	1034	4086440	22.203	5585	121.517
	"2010"	"2010"	"Virginia"	"51"	"Corpus Uteri"	"27020"	0.101	103	4086440	2.242	1058	22.199
	"2010"	"2010"	"Virginia"	"51"	"Prostate"	"28010"	0.186	705	3939333	23.348	5148	125.195
	"2010"	"2010"	"Virginia"	"51"	"Urinary Bladder"	"29010"	0.249	353	8025773	4.442	1456	17.868
	"2010"	"2010"	"Virginia"	"51"	"Kidney and Renal Pelvis"	"29020"	0.281	311	8025773	3.788	1167	13.471
	"2010"	"2010"	"Virginia"	"51"	"Thyroid"	"32010"	0.042	42	8025773	0.499	996	11.791
	"2010"	"2010"	"Virginia"	"51"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.319	454	8025773	5.646	1471	17.694
	"2010"	"2010"	"Virginia"	"51"	"Leukemias"	"35011-35043"	0.551	499	8025773	6.260	926	11.367
	"2010"	"2010"	"Washington"	"53"	"Colon and Rectum"	"21041-21052"	0.363	962	6743226	13.774	2687	37.910
	"2010"	"2010"	"Washington"	"53"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.787	441	6743226	6.046	592	7.679
	"2010"	"2010"	"Washington"	"53"	"Pancreas"	"21100"	0.962	817	6743226	11.616	856	12.073
	"2010"	"2010"	"Washington"	"53"	"Lung and Bronchus"	"22030"	0.739	3236	6743226	46.796	4401	63.343
	"2010"	"2010"	"Washington"	"53"	"Melanoma of the Skin"	"25010"	0.110	209	6743226	2.925	1892	26.705
	"2010"	"2010"	"Washington"	"53"	"Female Breast"	"26000-Female"	0.161	817	3384379	20.936	4940	130.014
	"2010"	"2010"	"Washington"	"53"	"Corpus Uteri"	"27020"	0.084	83	3384379	2.145	1010	25.583
	"2010"	"2010"	"Washington"	"53"	"Prostate"	"28010"	0.163	649	3358847	23.015	4951	141.068
	"2010"	"2010"	"Washington"	"53"	"Urinary Bladder"	"29010"	0.207	317	6743226	4.669	1570	22.525
	"2010"	"2010"	"Washington"	"53"	"Kidney and Renal Pelvis"	"29020"	0.248	279	6743226	3.892	1126	15.720
	"2010"	"2010"	"Washington"	"53"	"Thyroid"	"32010"	0.037	34	6743226	0.483	904	13.125
	"2010"	"2010"	"Washington"	"53"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.283	411	6743226	6.008	1504	21.244
	"2010"	"2010"	"Washington"	"53"	"Leukemias"	"35011-35043"	0.488	491	6743226	7.237	1036	14.828
	"2010"	"2010"	"West Virginia"	"54"	"Colon and Rectum"	"21041-21052"	0.379	410	1854230	17.376	1073	45.795
	"2010"	"2010"	"West Virginia"	"54"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.987	123	1854230	5.067	125	5.131
	"2010"	"2010"	"West Virginia"	"54"	"Pancreas"	"21100"	0.893	223	1854230	9.356	249	10.476
	"2010"	"2010"	"West Virginia"	"54"	"Lung and Bronchus"	"22030"	0.803	1555	1854230	64.708	1953	80.579
	"2010"	"2010"	"West Virginia"	"54"	"Melanoma of the Skin"	"25010"	0.166	80	1854230	3.467	468	20.873
	"2010"	"2010"	"West Virginia"	"54"	"Female Breast"	"26000-Female"	0.180	272	939875	20.493	1385	114.126
	"2010"	"2010"	"West Virginia"	"54"	"Corpus Uteri"	"27020"	0.079	29	939875	2.114	343	26.699
	"2010"	"2010"	"West Virginia"	"54"	"Prostate"	"28010"	0.163	181	914355	18.980	1350	116.360
	"2010"	"2010"	"West Virginia"	"54"	"Urinary Bladder"	"29010"	0.208	111	1854230	4.605	522	22.101
	"2010"	"2010"	"West Virginia"	"54"	"Kidney and Renal Pelvis"	"29020"	0.263	115	1854230	4.808	431	18.288
	"2010"	"2010"	"West Virginia"	"54"	"Thyroid"	"32010"	0.051	18	1854230	0.757	302	14.842
	"2010"	"2010"	"West Virginia"	"54"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.385	178	1854230	7.541	459	19.594
	"2010"	"2010"	"West Virginia"	"54"	"Leukemias"	"35011-35043"	0.467	156	1854230	6.872	338	14.721
	"2010"	"2010"	"Wisconsin"	"55"	"Colon and Rectum"	"21041-21052"	0.358	939	5690263	14.375	2593	40.164
	"2010"	"2010"	"Wisconsin"	"55"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.875	364	5690263	5.596	425	6.397
	"2010"	"2010"	"Wisconsin"	"55"	"Pancreas"	"21100"	0.891	738	5690263	11.368	830	12.756
	"2010"	"2010"	"Wisconsin"	"55"	"Lung and Bronchus"	"22030"	0.724	2971	5690263	46.224	4090	63.880
	"2010"	"2010"	"Wisconsin"	"55"	"Melanoma of the Skin"	"25010"	0.132	190	5690263	2.972	1397	22.468
	"2010"	"2010"	"Wisconsin"	"55"	"Female Breast"	"26000-Female"	0.173	767	2866039	21.325	4114	123.263
	"2010"	"2010"	"Wisconsin"	"55"	"Corpus Uteri"	"27020"	0.109	104	2866039	2.881	924	26.349
	"2010"	"2010"	"Wisconsin"	"55"	"Prostate"	"28010"	0.179	621	2824224	23.840	4167	133.443
	"2010"	"2010"	"Wisconsin"	"55"	"Urinary Bladder"	"29010"	0.195	292	5690263	4.453	1476	22.874
	"2010"	"2010"	"Wisconsin"	"55"	"Kidney and Renal Pelvis"	"29020"	0.267	300	5690263	4.572	1099	17.119
	"2010"	"2010"	"Wisconsin"	"55"	"Thyroid"	"32010"	0.046	36	5690263	0.568	727	12.392
	"2010"	"2010"	"Wisconsin"	"55"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.306	433	5690263	6.615	1384	21.584
	"2010"	"2010"	"Wisconsin"	"55"	"Leukemias"	"35011-35043"	0.472	551	5690263	8.663	1150	18.353
	"2010"	"2010"	"Wyoming"	"56"	"Colon and Rectum"	"21041-21052"	0.371	100	564513	16.062	262	43.288
	"2010"	"2010"	"Wyoming"	"56"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	1.044 (Unreliable)	31	564513	5.179	33	4.959
	"2010"	"2010"	"Wyoming"	"56"	"Pancreas"	"21100"	1.592 (Unreliable)	65	564513	10.562	42	6.633
	"2010"	"2010"	"Wyoming"	"56"	"Lung and Bronchus"	"22030"	0.769	234	564513	39.371	304	51.195
	"2010"	"2010"	"Wyoming"	"56"	"Melanoma of the Skin"	"25010"	0.102	18	564513	3.061	174	29.865
	"2010"	"2010"	"Wyoming"	"56"	"Female Breast"	"26000-Female"	0.206	72	276702	22.307	339	108.056
	"2010"	"2010"	"Wyoming"	"56"	"Prostate"	"28010"	0.202	61	287811	25.707	401	127.230
	"2010"	"2010"	"Wyoming"	"56"	"Urinary Bladder"	"29010"	0.268	31	564513	5.012	111	18.667
	"2010"	"2010"	"Wyoming"	"56"	"Kidney and Renal Pelvis"	"29020"	0.301	23	564513	3.562	74	11.828
	"2010"	"2010"	"Wyoming"	"56"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.335	29	564513	5.369	99	16.040
	"2010"	"2010"	"Wyoming"	"56"	"Leukemias"	"35011-35043"	0.595	53	564513	8.772	93	14.740
	"2011"	"2011"	"Alabama"	"01"	"Colon and Rectum"	"21041-21052"	0.387	880	4799918	16.286	2311	42.116
	"2011"	"2011"	"Alabama"	"01"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.836	325	4799918	5.876	397	7.029
	"2011"	"2011"	"Alabama"	"01"	"Pancreas"	"21100"	0.848	645	4799918	11.696	759	13.799
	"2011"	"2011"	"Alabama"	"01"	"Lung and Bronchus"	"22030"	0.791	3164	4799918	56.851	4014	71.831
	"2011"	"2011"	"Alabama"	"01"	"Melanoma of the Skin"	"25010"	0.129	144	4799918	2.673	1103	20.681
	"2011"	"2011"	"Alabama"	"01"	"Female Breast"	"26000-Female"	0.182	647	2470995	21.409	3459	117.780
	"2011"	"2011"	"Alabama"	"01"	"Corpus Uteri"	"27020"	0.102	54	2470995	1.769	531	17.398
	"2011"	"2011"	"Alabama"	"01"	"Prostate"	"28010"	0.182	544	2328923	26.636	3805	146.022
	"2011"	"2011"	"Alabama"	"01"	"Urinary Bladder"	"29010"	0.219	227	4799918	4.283	1067	19.527
	"2011"	"2011"	"Alabama"	"01"	"Kidney and Renal Pelvis"	"29020"	0.256	221	4799918	4.044	868	15.778
	"2011"	"2011"	"Alabama"	"01"	"Thyroid"	"32010"	0.051	25	4799918	0.471	472	9.301
	"2011"	"2011"	"Alabama"	"01"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.395	340	4799918	6.441	871	16.295
	"2011"	"2011"	"Alabama"	"01"	"Leukemias"	"35011-35043"	0.614	405	4799918	7.656	658	12.473
	"2011"	"2011"	"Alaska"	"02"	"Colon and Rectum"	"21041-21052"	0.340	74	722713	13.900	260	40.884
	"2011"	"2011"	"Alaska"	"02"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.997	44	722713	7.246	55	7.270
	"2011"	"2011"	"Alaska"	"02"	"Pancreas"	"21100"	0.788	59	722713	11.020	74	13.993
	"2011"	"2011"	"Alaska"	"02"	"Lung and Bronchus"	"22030"	0.767	265	722713	50.022	350	65.189
	"2011"	"2011"	"Alaska"	"02"	"Female Breast"	"26000-Female"	0.154	57	346794	19.937	420	129.519
	"2011"	"2011"	"Alaska"	"02"	"Prostate"	"28010"	0.213	39	375919	20.582	337	96.841
	"2011"	"2011"	"Alaska"	"02"	"Urinary Bladder"	"29010"	0.140	18	722713	3.551	134	25.309
	"2011"	"2011"	"Alaska"	"02"	"Kidney and Renal Pelvis"	"29020"	0.390	28	722713	5.909	101	15.165
	"2011"	"2011"	"Alaska"	"02"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.371	35	722713	6.904	110	18.605
	"2011"	"2011"	"Alaska"	"02"	"Leukemias"	"35011-35043"	0.466	28	722713	6.284	79	13.495
	"2011"	"2011"	"Arizona"	"04"	"Colon and Rectum"	"21041-21052"	0.378	950	6467163	13.257	2500	35.046
	"2011"	"2011"	"Arizona"	"04"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.800	476	6467163	6.436	600	8.045
	"2011"	"2011"	"Arizona"	"04"	"Pancreas"	"21100"	0.836	723	6467163	10.040	871	12.010
	"2011"	"2011"	"Arizona"	"04"	"Lung and Bronchus"	"22030"	0.694	2665	6467163	36.691	3858	52.834
	"2011"	"2011"	"Arizona"	"04"	"Melanoma of the Skin"	"25010"	0.141	200	6467163	2.793	1404	19.801
	"2011"	"2011"	"Arizona"	"04"	"Female Breast"	"26000-Female"	0.173	752	3251455	19.492	4192	112.490
	"2011"	"2011"	"Arizona"	"04"	"Corpus Uteri"	"27020"	0.084	69	3251455	1.719	784	20.364
	"2011"	"2011"	"Arizona"	"04"	"Prostate"	"28010"	0.219	577	3215708	18.966	3089	86.601
	"2011"	"2011"	"Arizona"	"04"	"Urinary Bladder"	"29010"	0.235	342	6467163	4.753	1469	20.248
	"2011"	"2011"	"Arizona"	"04"	"Kidney and Renal Pelvis"	"29020"	0.239	276	6467163	3.814	1140	15.944
	"2011"	"2011"	"Arizona"	"04"	"Thyroid"	"32010"	0.027	31	6467163	0.420	1015	15.573
	"2011"	"2011"	"Arizona"	"04"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.321	402	6467163	5.586	1236	17.396
	"2011"	"2011"	"Arizona"	"04"	"Leukemias"	"35011-35043"	0.479	434	6467163	6.164	900	12.868
	"2011"	"2011"	"Arkansas"	"05"	"Colon and Rectum"	"21041-21052"	0.440	622	2939493	18.534	1432	42.164
	"2011"	"2011"	"Arkansas"	"05"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	1.146 (Unreliable)	241	2939493	6.865	211	5.988
	"2011"	"2011"	"Arkansas"	"05"	"Pancreas"	"21100"	0.974	371	2939493	10.932	386	11.220
	"2011"	"2011"	"Arkansas"	"05"	"Lung and Bronchus"	"22030"	0.790	2112	2939493	61.144	2690	77.438
	"2011"	"2011"	"Arkansas"	"05"	"Melanoma of the Skin"	"25010"	0.175	103	2939493	3.134	596	17.954
	"2011"	"2011"	"Arkansas"	"05"	"Female Breast"	"26000-Female"	0.194	388	1495629	20.917	1917	108.049
	"2011"	"2011"	"Arkansas"	"05"	"Corpus Uteri"	"27020"	0.072	28	1495629	1.470	373	20.400
	"2011"	"2011"	"Arkansas"	"05"	"Prostate"	"28010"	0.158	294	1443864	21.929	2281	138.419
	"2011"	"2011"	"Arkansas"	"05"	"Urinary Bladder"	"29010"	0.217	145	2939493	4.287	675	19.710
	"2011"	"2011"	"Arkansas"	"05"	"Kidney and Renal Pelvis"	"29020"	0.262	153	2939493	4.412	564	16.810
	"2011"	"2011"	"Arkansas"	"05"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.407	217	2939493	6.538	535	16.050
	"2011"	"2011"	"Arkansas"	"05"	"Leukemias"	"35011-35043"	0.724	251	2939493	7.676	346	10.600
	"2011"	"2011"	"California"	"06"	"Colon and Rectum"	"21041-21052"	0.369	5283	37676861	14.065	14389	38.157
	"2011"	"2011"	"California"	"06"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.762	2790	37676861	7.313	3784	9.597
	"2011"	"2011"	"California"	"06"	"Pancreas"	"21100"	0.888	3817	37676861	10.285	4320	11.580
	"2011"	"2011"	"California"	"06"	"Lung and Bronchus"	"22030"	0.766	12742	37676861	34.866	16687	45.490
	"2011"	"2011"	"California"	"06"	"Melanoma of the Skin"	"25010"	0.119	925	37676861	2.475	7846	20.715
	"2011"	"2011"	"California"	"06"	"Female Breast"	"26000-Female"	0.168	4260	18957740	20.571	24851	122.740
	"2011"	"2011"	"California"	"06"	"Corpus Uteri"	"27020"	0.065	324	18957740	1.532	4912	23.516
	"2011"	"2011"	"California"	"06"	"Prostate"	"28010"	0.161	3072	18719121	20.611	22698	127.865
	"2011"	"2011"	"California"	"06"	"Urinary Bladder"	"29010"	0.216	1448	37676861	3.945	6704	18.285
	"2011"	"2011"	"California"	"06"	"Kidney and Renal Pelvis"	"29020"	0.251	1341	37676861	3.557	5419	14.182
	"2011"	"2011"	"California"	"06"	"Thyroid"	"32010"	0.048	224	37676861	0.593	4677	12.285
	"2011"	"2011"	"California"	"06"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.309	2121	37676861	5.756	6986	18.615
	"2011"	"2011"	"California"	"06"	"Leukemias"	"35011-35043"	0.506	2383	37676861	6.478	4768	12.813
	"2011"	"2011"	"Colorado"	"08"	"Colon and Rectum"	"21041-21052"	0.370	633	5118360	12.938	1731	34.970
	"2011"	"2011"	"Colorado"	"08"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.863	307	5118360	5.789	374	6.708
	"2011"	"2011"	"Colorado"	"08"	"Pancreas"	"21100"	0.850	488	5118360	9.912	583	11.657
	"2011"	"2011"	"Colorado"	"08"	"Lung and Bronchus"	"22030"	0.725	1590	5118360	32.913	2219	45.416
	"2011"	"2011"	"Colorado"	"08"	"Melanoma of the Skin"	"25010"	0.138	154	5118360	3.040	1138	21.994
	"2011"	"2011"	"Colorado"	"08"	"Female Breast"	"26000-Female"	0.161	550	2553383	19.664	3351	121.844
	"2011"	"2011"	"Colorado"	"08"	"Corpus Uteri"	"27020"	0.058	34	2553383	1.221	599	21.063
	"2011"	"2011"	"Colorado"	"08"	"Prostate"	"28010"	0.178	416	2564977	22.612	3225	126.827
	"2011"	"2011"	"Colorado"	"08"	"Urinary Bladder"	"29010"	0.206	184	5118360	3.931	935	19.115
	"2011"	"2011"	"Colorado"	"08"	"Kidney and Renal Pelvis"	"29020"	0.267	189	5118360	3.753	726	14.080
	"2011"	"2011"	"Colorado"	"08"	"Thyroid"	"32010"	0.023	19	5118360	0.370	862	16.149
	"2011"	"2011"	"Colorado"	"08"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.287	250	5118360	5.286	934	18.429
	"2011"	"2011"	"Colorado"	"08"	"Leukemias"	"35011-35043"	0.414	295	5118360	6.153	746	14.866
	"2011"	"2011"	"Connecticut"	"09"	"Colon and Rectum"	"21041-21052"	0.301	521	3589893	11.874	1676	39.505
	"2011"	"2011"	"Connecticut"	"09"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.761	248	3589893	5.756	329	7.567
	"2011"	"2011"	"Connecticut"	"09"	"Pancreas"	"21100"	0.864	507	3589893	11.803	586	13.657
	"2011"	"2011"	"Connecticut"	"09"	"Lung and Bronchus"	"22030"	0.644	1734	3589893	40.648	2650	63.115
	"2011"	"2011"	"Connecticut"	"09"	"Melanoma of the Skin"	"25010"	0.122	113	3589893	2.548	870	20.887
	"2011"	"2011"	"Connecticut"	"09"	"Female Breast"	"26000-Female"	0.143	484	1841018	19.569	3096	136.646
	"2011"	"2011"	"Connecticut"	"09"	"Corpus Uteri"	"27020"	0.080	54	1841018	2.204	653	27.460
	"2011"	"2011"	"Connecticut"	"09"	"Prostate"	"28010"	0.146	345	1748875	19.778	2725	135.836
	"2011"	"2011"	"Connecticut"	"09"	"Urinary Bladder"	"29010"	0.190	232	3589893	5.225	1173	27.510
	"2011"	"2011"	"Connecticut"	"09"	"Kidney and Renal Pelvis"	"29020"	0.249	159	3589893	3.709	621	14.913
	"2011"	"2011"	"Connecticut"	"09"	"Thyroid"	"32010"	0.022	18	3589893	0.413	739	19.161
	"2011"	"2011"	"Connecticut"	"09"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.261	243	3589893	5.506	870	21.078
	"2011"	"2011"	"Connecticut"	"09"	"Leukemias"	"35011-35043"	0.429	305	3589893	7.028	675	16.379
	"2011"	"2011"	"Delaware"	"10"	"Colon and Rectum"	"21041-21052"	0.341	141	907924	13.117	404	38.434
	"2011"	"2011"	"Delaware"	"10"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.780	67	907924	6.026	87	7.722
	"2011"	"2011"	"Delaware"	"10"	"Pancreas"	"21100"	0.937	138	907924	12.640	149	13.484
	"2011"	"2011"	"Delaware"	"10"	"Lung and Bronchus"	"22030"	0.686	558	907924	52.278	817	76.215
	"2011"	"2011"	"Delaware"	"10"	"Melanoma of the Skin"	"25010"	0.107	35	907924	3.302	321	30.809
	"2011"	"2011"	"Delaware"	"10"	"Female Breast"	"26000-Female"	0.178	128	468363	22.012	712	123.772
	"2011"	"2011"	"Delaware"	"10"	"Prostate"	"28010"	0.141	96	439561	22.411	827	159.059
	"2011"	"2011"	"Delaware"	"10"	"Urinary Bladder"	"29010"	0.189	50	907924	4.790	273	25.350
	"2011"	"2011"	"Delaware"	"10"	"Kidney and Renal Pelvis"	"29020"	0.246	42	907924	4.132	178	16.829
	"2011"	"2011"	"Delaware"	"10"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.239	48	907924	4.712	204	19.686
	"2011"	"2011"	"Delaware"	"10"	"Leukemias"	"35011-35043"	0.444	66	907924	6.393	152	14.411
	"2011"	"2011"	"District of Columbia"	"11"	"Colon and Rectum"	"21041-21052"	0.433	116	620477	19.308	267	44.571
	"2011"	"2011"	"District of Columbia"	"11"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.545	57	620477	8.944	104	16.402
	"2011"	"2011"	"District of Columbia"	"11"	"Pancreas"	"21100"	0.806	76	620477	13.154	98	16.311
	"2011"	"2011"	"District of Columbia"	"11"	"Lung and Bronchus"	"22030"	0.708	236	620477	40.455	337	57.107
	"2011"	"2011"	"District of Columbia"	"11"	"Female Breast"	"26000-Female"	0.167	89	326728	26.269	513	156.840
	"2011"	"2011"	"District of Columbia"	"11"	"Prostate"	"28010"	0.183	82	293749	37.053	548	202.213
	"2011"	"2011"	"District of Columbia"	"11"	"Urinary Bladder"	"29010"	0.328	29	620477	5.087	91	15.529
	"2011"	"2011"	"District of Columbia"	"11"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.203	19	620477	3.325	102	16.394
	"2011"	"2011"	"District of Columbia"	"11"	"Leukemias"	"35011-35043"	0.395	33	620477	5.571	85	14.104
	"2011"	"2011"	"Florida"	"12"	"Colon and Rectum"	"21041-21052"	0.355	3654	19096952	14.050	9992	39.535
	"2011"	"2011"	"Florida"	"12"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.779	1494	19096952	5.731	1885	7.353
	"2011"	"2011"	"Florida"	"12"	"Pancreas"	"21100"	0.862	2716	19096952	10.270	3100	11.918
	"2011"	"2011"	"Florida"	"12"	"Lung and Bronchus"	"22030"	0.714	11818	19096952	44.986	16402	62.962
	"2011"	"2011"	"Florida"	"12"	"Melanoma of the Skin"	"25010"	0.134	775	19096952	3.035	5507	22.599
	"2011"	"2011"	"Florida"	"12"	"Female Breast"	"26000-Female"	0.178	2814	9760894	20.539	14657	115.428
	"2011"	"2011"	"Florida"	"12"	"Corpus Uteri"	"27020"	0.074	221	9760894	1.555	2805	21.017
	"2011"	"2011"	"Florida"	"12"	"Prostate"	"28010"	0.146	2096	9336058	18.229	15226	125.192
	"2011"	"2011"	"Florida"	"12"	"Urinary Bladder"	"29010"	0.213	1195	19096952	4.421	5465	20.799
	"2011"	"2011"	"Florida"	"12"	"Kidney and Renal Pelvis"	"29020"	0.229	895	19096952	3.424	3682	14.924
	"2011"	"2011"	"Florida"	"12"	"Thyroid"	"32010"	0.034	106	19096952	0.391	2383	11.420
	"2011"	"2011"	"Florida"	"12"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.294	1389	19096952	5.362	4449	18.252
	"2011"	"2011"	"Florida"	"12"	"Leukemias"	"35011-35043"	0.500	1719	19096952	6.694	3214	13.395
	"2011"	"2011"	"Georgia"	"13"	"Colon and Rectum"	"21041-21052"	0.379	1460	9811610	15.956	3982	42.064
	"2011"	"2011"	"Georgia"	"13"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.767	514	9811610	5.299	697	6.905
	"2011"	"2011"	"Georgia"	"13"	"Pancreas"	"21100"	0.817	899	9811610	9.805	1116	12.005
	"2011"	"2011"	"Georgia"	"13"	"Lung and Bronchus"	"22030"	0.721	4472	9811610	48.650	6290	67.457
	"2011"	"2011"	"Georgia"	"13"	"Melanoma of the Skin"	"25010"	0.105	226	9811610	2.498	2267	23.812
	"2011"	"2011"	"Georgia"	"13"	"Female Breast"	"26000-Female"	0.179	1188	5019295	22.580	6684	126.354
	"2011"	"2011"	"Georgia"	"13"	"Corpus Uteri"	"27020"	0.101	101	5019295	1.963	1063	19.526
